Name;Measure;Geo Type Name;Geo Place Name;Time Period
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;Hunts Point - Mott Haven;2012-2014
Annual vehicle miles travelled (trucks);million miles;CD;East Flatbush (CD17);2005
Annual vehicle miles travelled (trucks);million miles;CD;East Flatbush (CD17);2016
Annual vehicle miles travelled (trucks);million miles;CD;Flatlands and Canarsie (CD18);2005
Annual vehicle miles travelled (trucks);million miles;CD;Flatlands and Canarsie (CD18);2016
Annual vehicle miles travelled (trucks);million miles;CD;Tottenville and Great Kills (CD3);2005
Annual vehicle miles travelled (trucks);million miles;CD;Highbridge and Concourse (CD4);2005
Annual vehicle miles travelled (trucks);million miles;CD;Highbridge and Concourse (CD4);2016
Annual vehicle miles travelled (cars);million miles;CD;Tottenville and Great Kills (CD3);2005
Annual vehicle miles travelled (cars);million miles;CD;Highbridge and Concourse (CD4);2005
Annual vehicle miles travelled (cars);million miles;CD;Highbridge and Concourse (CD4);2016
Ozone (O3);Mean;CD;Elmhurst and Corona (CD4);Summer 2012
Ozone (O3);Mean;CD;Elmhurst and Corona (CD4);Summer 2013
Ozone (O3);Mean;CD;Tottenville and Great Kills (CD3);Summer 2013
Ozone (O3);Mean;CD;Flatlands and Canarsie (CD18);Summer 2021
Nitrogen dioxide (NO2);Mean;CD;Highbridge and Concourse (CD4);Winter 2009-10
Nitrogen dioxide (NO2);Mean;CD;Highbridge and Concourse (CD4);Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Highbridge and Concourse (CD4);Annual Average 2014
Nitrogen dioxide (NO2);Mean;CD;Highbridge and Concourse (CD4);Summer 2017
Nitrogen dioxide (NO2);Mean;CD;Highbridge and Concourse (CD4);Summer 2018
Nitrogen dioxide (NO2);Mean;CD;Highbridge and Concourse (CD4);Summer 2020
Nitrogen dioxide (NO2);Mean;CD;Morrisania and Crotona (CD3);Winter 2016-17
Nitrogen dioxide (NO2);Mean;CD;Morrisania and Crotona (CD3);Winter 2009-10
Nitrogen dioxide (NO2);Mean;CD;Morrisania and Crotona (CD3);Summer 2017
Nitrogen dioxide (NO2);Mean;CD;Bushwick (CD4);Annual Average 2014
Ozone (O3);Mean;CD;Morrisania and Crotona (CD3);2-Year Summer Average 2009-2010
Nitrogen dioxide (NO2);Mean;CD;Highbridge and Concourse (CD4);Summer 2013
Nitrogen dioxide (NO2);Mean;CD;Highbridge and Concourse (CD4);Summer 2012
Nitrogen dioxide (NO2);Mean;CD;Highbridge and Concourse (CD4);Annual Average 2016
Nitrogen dioxide (NO2);Mean;CD;Highbridge and Concourse (CD4);Annual Average 2018
Nitrogen dioxide (NO2);Mean;CD;Lower East Side and Chinatown (CD3);Summer 2021
Nitrogen dioxide (NO2);Mean;CD;Morrisania and Crotona (CD3);Summer 2021
Ozone (O3);Mean;UHF42;Gramercy Park - Murray Hill;2-Year Summer Average 2009-2010
Ozone (O3);Mean;UHF42;Greenwich Village - SoHo;Summer 2020
Ozone (O3);Mean;UHF42;East Flatbush - Flatbush;Summer 2018
Ozone (O3);Mean;UHF42;East Flatbush - Flatbush;Summer 2020
Ozone (O3);Mean;UHF42;East Flatbush - Flatbush;Summer 2017
Nitrogen dioxide (NO2);Mean;CD;Morrisania and Crotona (CD3);Summer 2009
Nitrogen dioxide (NO2);Mean;CD;Morrisania and Crotona (CD3);Winter 2014-15
Ozone (O3);Mean;CD;Morrisania and Crotona (CD3);Summer 2012
Ozone (O3);Mean;CD;Morrisania and Crotona (CD3);Summer 2013
Ozone (O3);Mean;CD;East Flatbush (CD17);Summer 2013
Ozone (O3);Mean;CD;East Flatbush (CD17);Summer 2021
Ozone (O3);Mean;CD;Flatlands and Canarsie (CD18);Summer 2013
Ozone (O3);Mean;CD;Flatlands and Canarsie (CD18);Summer 2012
Ozone (O3);Mean;CD;Bedford Stuyvesant (CD3);Summer 2012
Ozone (O3);Mean;CD;Bedford Stuyvesant (CD3);Summer 2013
Ozone (O3);Mean;CD;Morrisania and Crotona (CD3);Summer 2021
Ozone (O3);Mean;UHF42;Gramercy Park - Murray Hill;Summer 2013
Ozone (O3);Mean;UHF42;Gramercy Park - Murray Hill;Summer 2012
Ozone (O3);Mean;UHF42;East Flatbush - Flatbush;Summer 2021
Asthma hospitalizations due to Ozone;Estimated annual rate (age 18+);UHF42;Greenwich Village - SoHo;2015-2017
Fine particles (PM 2.5);Mean;CD;Flushing and Whitestone (CD7);Annual Average 2019
Ozone (O3);Mean;CD;Flushing and Whitestone (CD7);Summer 2010
Ozone (O3);Mean;CD;Flushing and Whitestone (CD7);Summer 2011
Nitrogen dioxide (NO2);Mean;CD;Rockaway and Broad Channel (CD14);Summer 2020
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Winter 2010-11
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Annual Average 2013
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Winter 2010-11
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Summer 2009
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Annual Average 2013
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Winter 2014-15
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Annual Average 2021
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Summer 2009
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Winter 2010-11
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Annual Average 2013
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Annual Average 2021
Fine particles (PM 2.5);Mean;CD;Kingsbridge Heights and Bedford (CD7);Summer 2009
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Summer 2012
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Summer 2013
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Annual Average 2018
Fine particles (PM 2.5);Mean;CD;Kingsbridge Heights and Bedford (CD7);Annual Average 2016
Fine particles (PM 2.5);Mean;CD;Kingsbridge Heights and Bedford (CD7);Annual Average 2018
Fine particles (PM 2.5);Mean;CD;Kingsbridge Heights and Bedford (CD7);Summer 2021
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Summer 2014
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Annual Average 2009
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Annual Average 2011
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Annual Average 2015
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Winter 2018-19
Fine particles (PM 2.5);Mean;UHF42;Williamsburg - Bushwick;Summer 2013
Fine particles (PM 2.5);Mean;UHF42;Williamsburg - Bushwick;Annual Average 2012
Boiler Emissions- Total SO2 Emissions;Number per km2;UHF42;Bayside - Little Neck;2015
Boiler Emissions- Total SO2 Emissions;Number per km2;UHF42;Williamsburg - Bushwick;2015
Boiler Emissions- Total SO2 Emissions;Number per km2;UHF42;Upper West Side;2015
Fine particles (PM 2.5);Mean;UHF42;Upper West Side;Summer 2013
Fine particles (PM 2.5);Mean;UHF42;Williamsburg - Bushwick;Annual Average 2018
Fine particles (PM 2.5);Mean;UHF42;Williamsburg - Bushwick;Summer 2021
Fine particles (PM 2.5);Mean;UHF42;Upper West Side;Annual Average 2012
Boiler Emissions- Total NOx Emissions;Number per km2;UHF42;South Beach - Tottenville;2015
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Summer 2011
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Summer 2010
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Winter 2015-16
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Summer 2016
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Winter 2020-21
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Summer 2018
Fine particles (PM 2.5);Mean;CD;Flatbush and Midwood (CD14);Summer 2020
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Annual Average 2014
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Summer 2017
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Summer 2020
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Summer 2018
Fine particles (PM 2.5);Mean;CD;Kingsbridge Heights and Bedford (CD7);Winter 2014-15
Fine particles (PM 2.5);Mean;CD;Kingsbridge Heights and Bedford (CD7);Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Kingsbridge Heights and Bedford (CD7);Annual Average 2021
Boiler Emissions- Total PM2.5 Emissions;Number per km2;UHF42;Williamsburg - Bushwick;2015
Boiler Emissions- Total NOx Emissions;Number per km2;UHF42;Williamsburg - Bushwick;2015
Fine particles (PM 2.5);Mean;UHF42;Upper West Side;Summer 2009
Boiler Emissions- Total SO2 Emissions;Number per km2;UHF42;South Beach - Tottenville;2013
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Winter 2014-15
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Annual Average 2017
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Annual Average 2021
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Summer 2009
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Winter 2010-11
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Annual Average 2013
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Winter 2014-15
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Annual Average 2017
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Winter 2010-11
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Summer 2009
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Annual Average 2013
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Winter 2014-15
Ozone (O3);Mean;UHF42;South Beach - Tottenville;Summer 2010
Ozone (O3);Mean;UHF42;South Beach - Tottenville;Summer 2011
Ozone (O3);Mean;UHF42;South Beach - Tottenville;Summer 2016
Nitrogen dioxide (NO2);Mean;UHF42;South Beach - Tottenville;Winter 2015-16
Nitrogen dioxide (NO2);Mean;CD;Rockaway and Broad Channel (CD14);Winter 2020-21
Nitrogen dioxide (NO2);Mean;CD;Flushing and Whitestone (CD7);Summer 2011
Nitrogen dioxide (NO2);Mean;CD;Flushing and Whitestone (CD7);Winter 2015-16
Nitrogen dioxide (NO2);Mean;CD;Flatbush and Midwood (CD14);Summer 2010
Nitrogen dioxide (NO2);Mean;CD;Flatbush and Midwood (CD14);Summer 2011
Nitrogen dioxide (NO2);Mean;CD;Flatbush and Midwood (CD14);Winter 2015-16
Nitrogen dioxide (NO2);Mean;CD;Flatbush and Midwood (CD14);Summer 2016
Nitrogen dioxide (NO2);Mean;UHF42;Williamsburg - Bushwick;Annual Average 2013
Nitrogen dioxide (NO2);Mean;UHF42;Williamsburg - Bushwick;Summer 2009
Nitrogen dioxide (NO2);Mean;UHF42;Williamsburg - Bushwick;Winter 2014-15
Nitrogen dioxide (NO2);Mean;CD;Flatbush and Midwood (CD14);Winter 2020-21
Nitrogen dioxide (NO2);Mean;CD;Rockaway and Broad Channel (CD14);Annual Average 2020
Annual vehicle miles traveled;million miles;UHF42;Bayside - Little Neck;2016
Annual vehicle miles traveled;million miles;CD;Sunset Park (CD7);2005
Annual vehicle miles traveled;million miles;CD;Kingsbridge Heights and Bedford (CD7);2005
Annual vehicle miles traveled;million miles;CD;Kingsbridge Heights and Bedford (CD7);2016
Annual vehicle miles traveled;million miles;UHF42;Upper West Side;2016
Annual vehicle miles travelled (cars);million miles;CD;Rockaway and Broad Channel (CD14);2016
Annual vehicle miles travelled (cars);million miles;CD;Upper West Side (CD7);2016
Annual vehicle miles travelled (cars);million miles;CD;Sunset Park (CD7);2005
Annual vehicle miles travelled (cars);million miles;CD;Sunset Park (CD7);2016
Annual vehicle miles travelled (cars);million miles;CD;Kingsbridge Heights and Bedford (CD7);2005
Annual vehicle miles travelled (cars);million miles;CD;Kingsbridge Heights and Bedford (CD7);2016
Annual vehicle miles travelled (trucks);million miles;CD;Rockaway and Broad Channel (CD14);2016
Nitrogen dioxide (NO2);Mean;UHF42;Williamsburg - Bushwick;Annual Average 2017
Nitrogen dioxide (NO2);Mean;UHF42;Upper West Side;Winter 2014-15
Nitrogen dioxide (NO2);Mean;UHF42;Upper West Side;Annual Average 2017
Nitrogen dioxide (NO2);Mean;CD;Flushing and Whitestone (CD7);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;Flushing and Whitestone (CD7);Annual Average 2011
Nitrogen dioxide (NO2);Mean;CD;Flushing and Whitestone (CD7);Annual Average 2015
Nitrogen dioxide (NO2);Mean;UHF42;South Beach - Tottenville;Winter 2009-10
Nitrogen dioxide (NO2);Mean;UHF42;South Beach - Tottenville;Summer 2018
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Summer 2010
Nitrogen dioxide (NO2);Mean;CD;Flatbush and Midwood (CD14);Annual Average 2011
Nitrogen dioxide (NO2);Mean;CD;Flatbush and Midwood (CD14);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;Flatbush and Midwood (CD14);Annual Average 2009
Nitrogen dioxide (NO2);Mean;CD;Flatbush and Midwood (CD14);Annual Average 2020
Nitrogen dioxide (NO2);Mean;CD;Flatbush and Midwood (CD14);Winter 2018-19
Ozone (O3);Mean;CD;Rockaway and Broad Channel (CD14);Summer 2014
Ozone (O3);Mean;CD;Flatbush and Midwood (CD14);Summer 2014
Ozone (O3);Mean;CD;Flushing and Whitestone (CD7);Summer 2014
Ozone (O3);Mean;CD;Sunset Park (CD7);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Annual Average 2009
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Annual Average 2011
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Annual Average 2015
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Winter 2018-19
Nitrogen dioxide (NO2);Mean;CD;Sunset Park (CD7);Annual Average 2020
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Annual Average 2011
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Annual Average 2009
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Summer 2014
Ozone (O3);Mean;UHF42;Bayside - Little Neck;Summer 2011
Ozone (O3);Mean;UHF42;Upper West Side;Summer 2010
Ozone (O3);Mean;UHF42;Upper West Side;Summer 2011
Ozone (O3);Mean;UHF42;Upper West Side;Summer 2016
Ozone (O3);Mean;UHF42;Bayside - Little Neck;Summer 2010
Ozone (O3);Mean;UHF42;Williamsburg - Bushwick;Summer 2011
Ozone (O3);Mean;UHF42;Williamsburg - Bushwick;Summer 2010
Ozone (O3);Mean;UHF42;Williamsburg - Bushwick;Summer 2016
Nitrogen dioxide (NO2);Mean;UHF42;Upper West Side;Summer 2013
Nitrogen dioxide (NO2);Mean;UHF42;Upper West Side;Summer 2012
Nitrogen dioxide (NO2);Mean;UHF42;East New York;Annual Average 2018
Nitrogen dioxide (NO2);Mean;UHF42;East New York;Summer 2021
Nitrogen dioxide (NO2);Mean;UHF42;South Beach - Tottenville;Annual Average 2014
Nitrogen dioxide (NO2);Mean;UHF42;South Beach - Tottenville;Summer 2017
Nitrogen dioxide (NO2);Mean;UHF42;South Beach - Tottenville;Winter 2016-17
Nitrogen dioxide (NO2);Mean;UHF42;South Beach - Tottenville;Summer 2020
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Winter 2009-10
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Winter 2011-12
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Annual Average 2014
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Summer 2017
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Winter 2016-17
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Summer 2020
Nitrogen dioxide (NO2);Mean;UHF42;Upper West Side;Summer 2009
Nitrogen dioxide (NO2);Mean;UHF42;East New York;Annual Average 2017
Nitrogen dioxide (NO2);Mean;UHF42;East New York;Annual Average 2021
Nitrogen dioxide (NO2);Mean;UHF42;Williamsburg - Bushwick;Annual Average 2021
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Annual Average 2015
Nitrogen dioxide (NO2);Mean;UHF42;Bayside - Little Neck;Summer 2014
Annual vehicle miles travelled (trucks);million miles;CD;Upper West Side (CD7);2016
Annual vehicle miles travelled (trucks);million miles;CD;Sunset Park (CD7);2005
Annual vehicle miles travelled (trucks);million miles;CD;Kingsbridge Heights and Bedford (CD7);2005
Annual vehicle miles travelled (trucks);million miles;CD;Kingsbridge Heights and Bedford (CD7);2016
Annual vehicle miles traveled;million miles;UHF42;Upper West Side;2005
Annual vehicle miles travelled (cars);million miles;UHF42;Williamsburg - Bushwick;2005
Annual vehicle miles travelled (cars);million miles;UHF42;Williamsburg - Bushwick;2016
Annual vehicle miles travelled (trucks);million miles;UHF42;Williamsburg - Bushwick;2016
Annual vehicle miles travelled (trucks);million miles;Borough;Staten Island;2016
Annual vehicle miles travelled (trucks);million miles;UHF42;South Beach - Tottenville;2005
Cardiac and respiratory deaths due to Ozone;Estimated annual rate;UHF42;Williamsburg - Bushwick;2009-2011
Cardiac and respiratory deaths due to Ozone;Estimated annual rate;UHF42;South Beach - Tottenville;2009-2011
Cardiac and respiratory deaths due to Ozone;Estimated annual rate;UHF42;Williamsburg - Bushwick;2012-2014
Cardiac and respiratory deaths due to Ozone;Estimated annual rate;UHF42;Williamsburg - Bushwick;2015-2017
Cardiac and respiratory deaths due to Ozone;Estimated annual rate;Borough;Staten Island;2012-2014
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;Williamsburg - Bushwick;2005-2007
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;South Beach - Tottenville;2005-2007
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;Williamsburg - Bushwick;2012-2014
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;Williamsburg - Bushwick;2015-2017
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;Upper West Side;2012-2014
Asthma emergency department visits due to PM2.5;Estimated annual rate (under age 18);UHF42;Upper West Side;2015-2017
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Annual Average 2009
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Annual Average 2011
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Summer 2014
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Annual Average 2015
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Annual Average 2020
Fine particles (PM 2.5);Mean;UHF42;South Beach - Tottenville;Summer 2019
Fine particles (PM 2.5);Mean;UHF42;Bayside - Little Neck;Winter 2012-13
Fine particles (PM 2.5);Mean;UHF42;Bayside - Little Neck;Annual Average 2010
Fine particles (PM 2.5);Mean;UHF42;Bayside - Little Neck;Summer 2015
Fine particles (PM 2.5);Mean;UHF42;Bayside - Little Neck;Summer 2019
Fine particles (PM 2.5);Mean;UHF42;Bayside - Little Neck;Winter 2019-20
Fine particles (PM 2.5);Mean;UHF42;South Beach - Tottenville;Winter 2012-13
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Summer 2011
Fine particles (PM 2.5);Mean;CD;Sunset Park (CD7);Summer 2010
Ozone (O3);Mean;UHF42;Washington Heights;Summer 2020
Ozone (O3);Mean;UHF42;Washington Heights;2-Year Summer Average 2009-2010
Ozone (O3);Mean;CD;Bay Ridge and Dyker Heights (CD10);Summer 2021
Ozone (O3);Mean;CD;Borough Park (CD12);Summer 2013
Ozone (O3);Mean;CD;Borough Park (CD12);Summer 2012
Nitrogen dioxide (NO2);Mean;UHF42;Kingsbridge - Riverdale;Winter 2011-12
Nitrogen dioxide (NO2);Mean;UHF42;Kingsbridge - Riverdale;Winter 2009-10
Nitrogen dioxide (NO2);Mean;UHF42;Kingsbridge - Riverdale;Annual Average 2014
Nitrogen dioxide (NO2);Mean;UHF42;Kingsbridge - Riverdale;Winter 2016-17
Nitrogen dioxide (NO2);Mean;UHF42;Kingsbridge - Riverdale;Summer 2017
Asthma hospitalizations due to Ozone;Estimated annual rate (age 18+);UHF42;Long Island City - Astoria;2012-2014
Asthma hospitalizations due to Ozone;Estimated annual rate (age 18+);UHF42;Long Island City - Astoria;2015-2017
Asthma emergency departments visits due to Ozone;Estimated annual rate (age 18+);UHF42;Washington Heights;2015-2017
Asthma emergency departments visits due to Ozone;Estimated annual rate (age 18+);UHF42;Kingsbridge - Riverdale;2015-2017
Asthma emergency departments visits due to Ozone;Estimated annual rate (age 18+);UHF42;Long Island City - Astoria;2012-2014
Asthma emergency departments visits due to Ozone;Estimated annual rate (age 18+);UHF42;Port Richmond;2015-2017
Asthma emergency departments visits due to Ozone;Estimated annual rate (age 18+);UHF42;Long Island City - Astoria;2015-2017
Nitrogen dioxide (NO2);Mean;UHF42;Greenpoint;Annual Average 2018
Ozone (O3);Mean;CD;Central Harlem (CD10);Summer 2021
Ozone (O3);Mean;CD;Washington Heights and Inwood (CD12);Summer 2012
Nitrogen dioxide (NO2);Mean;CD;Borough Park (CD12);Annual Average 2012
Nitrogen dioxide (NO2);Mean;CD;Williamsbridge and Baychester (CD12);Annual Average 2012
Nitrogen dioxide (NO2);Mean;UHF42;Kingsbridge - Riverdale;Annual Average 2013
Nitrogen dioxide (NO2);Mean;UHF42;Kingsbridge - Riverdale;Summer 2009
Nitrogen dioxide (NO2);Mean;UHF42;Kingsbridge - Riverdale;Winter 2014-15
Nitrogen dioxide (NO2);Mean;UHF42;Greenpoint;Summer 2021
Nitrogen dioxide (NO2);Mean;UHF42;Greenpoint;Annual Average 2016
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Kingsbridge - Riverdale;2012-2014
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Long Island City - Astoria;2005-2007
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Washington Heights;2009-2011
Nitrogen dioxide (NO2);Mean;UHF42;Bedford Stuyvesant - Crown Heights;Annual Average 2021
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;East Harlem;2009-2011
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Upper East Side;2009-2011
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Sunset Park;2009-2011
Annual vehicle miles travelled (cars);million miles;CD;Park Slope and Carroll Gardens (CD6);2005
Annual vehicle miles travelled (trucks);million miles;CD;Park Slope and Carroll Gardens (CD6);2016
Annual vehicle miles travelled (trucks);million miles;CD;Crown Heights and Prospect Heights (CD8);2005
Annual vehicle miles travelled (cars);million miles;UHF42;Fordham - Bronx Pk;2016
Annual vehicle miles travelled (cars);million miles;UHF42;Upper East Side;2005
Annual vehicle miles travelled (trucks);million miles;CD;Park Slope and Carroll Gardens (CD6);2005
Cardiac and respiratory deaths due to Ozone;Estimated annual rate;UHF42;Flushing - Clearview;2009-2011
Cardiac and respiratory deaths due to Ozone;Estimated annual rate;UHF42;Bedford Stuyvesant - Crown Heights;2009-2011
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Bedford Stuyvesant - Crown Heights;2009-2011
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Sunset Park;2012-2014
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Sunset Park;2015-2017
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Bedford Stuyvesant - Crown Heights;2012-2014
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Ridgewood - Forest Hills;2009-2011
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Sunset Park;2009-2011
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Upper East Side;2009-2011
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Flushing - Clearview;2009-2011
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Fordham - Bronx Pk;2009-2011
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Bedford Stuyvesant - Crown Heights;2009-2011
Cardiovascular hospitalizations due to PM2.5 (age 40+);Estimated annual rate;UHF42;Willowbrook;2009-2011
Nitrogen dioxide (NO2);Mean;UHF42;Sunset Park;Annual Average 2016
Nitrogen dioxide (NO2);Mean;UHF42;Sunset Park;Summer 2021
Nitrogen dioxide (NO2);Mean;UHF42;Bedford Stuyvesant - Crown Heights;Summer 2021
Nitrogen dioxide (NO2);Mean;UHF42;Crotona -Tremont;Annual Average 2016
Asthma emergency department visits due to PM2.5;Estimated annual rate (age 18+);UHF42;Coney Island - Sheepshead Bay;2009-2011
Asthma emergency department visits due to PM2.5;Estimated annual rate (age 18+);UHF42;Bensonhurst - Bay Ridge;2009-2011
Asthma emergency departments visits due to Ozone;Estimated annual rate (age 18+);UHF42;Lower Manhattan;2012-2014
Asthma emergency departments visits due to Ozone;Estimated annual rate (age 18+);UHF42;Lower Manhattan;2015-2017
Asthma emergency departments visits due to Ozone;Estimated annual rate (age 18+);UHF42;Bensonhurst - Bay Ridge;2012-2014
Ozone (O3);Mean;CD;Mott Haven and Melrose (CD1);Summer 2013
Ozone (O3);Mean;CD;Mott Haven and Melrose (CD1);Summer 2012
Nitrogen dioxide (NO2);Mean;CD;Long Island City and Astoria (CD1);Annual Average 2012
Nitrogen dioxide (NO2);Mean;CD;Fort Greene and Brooklyn Heights (CD2);Annual Average 2012
Nitrogen dioxide (NO2);Mean;CD;Greenpoint and Williamsburg (CD1);Annual Average 2012
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Union Square - Lower East Side;2009-2011
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Southeast Queens;2005-2007
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Lower Manhattan;2005-2007
Respiratory hospitalizations due to PM2.5 (age 20+);Estimated annual rate;UHF42;Union Square - Lower East Side;2005-2007
Annual vehicle miles travelled (trucks);million miles;CD;Greenwich Village and Soho (CD2);2016
Annual vehicle miles travelled (cars);million miles;UHF42;Southeast Queens;2016
Cardiac and respiratory deaths due to Ozone;Estimated annual rate;UHF42;Union Square - Lower East Side;2009-2011
Cardiac and respiratory deaths due to Ozone;Estimated annual rate;UHF42;Lower Manhattan;2009-2011
Cardiac and respiratory deaths due to Ozone;Estimated annual rate;UHF42;Bensonhurst - Bay Ridge;2009-2011
