Name;Measure;Geo Type Name;Geo Place Name;Time Period
Nitrogen dioxide (NO2);Mean;UHF42;Central Harlem - Morningside Heights;Annual Average 2014
Nitrogen dioxide (NO2);Mean;UHF34;East Flatbush - Flatbush;Winter 2010-11
Nitrogen dioxide (NO2);Mean;UHF34;East Flatbush - Flatbush;Annual Average 2013
Nitrogen dioxide (NO2);Mean;UHF34;East Flatbush - Flatbush;Summer 2009
Nitrogen dioxide (NO2);Mean;UHF34;Southwest Queens;Annual Average 2021
Nitrogen dioxide (NO2);Mean;CD;Fordham and University Heights (CD5);Annual Average 2015
Nitrogen dioxide (NO2);Mean;UHF42;Fresh Meadows;Summer 2014
Nitrogen dioxide (NO2);Mean;UHF42;Fresh Meadows;Winter 2018-19
Nitrogen dioxide (NO2);Mean;CD;Fordham and University Heights (CD5);Summer 2018
Nitrogen dioxide (NO2);Mean;UHF42;Chelsea - Clinton;Annual Average 2009
Nitrogen dioxide (NO2);Mean;UHF42;Central Harlem - Morningside Heights;Winter 2010-11
Nitrogen dioxide (NO2);Mean;UHF42;Central Harlem - Morningside Heights;Annual Average 2017
Nitrogen dioxide (NO2);Mean;UHF42;Chelsea - Clinton;Summer 2009
Nitrogen dioxide (NO2);Mean;UHF42;Chelsea - Clinton;Winter 2014-15
Nitrogen dioxide (NO2);Mean;CD;Hunts Point and Longwood (CD2);Annual Average 2020
Nitrogen dioxide (NO2);Mean;CD;Hunts Point and Longwood (CD2);Annual Average 2009
Nitrogen dioxide (NO2);Mean;CD;Greenwich Village and Soho (CD2);Annual Average 2009
Nitrogen dioxide (NO2);Mean;CD;Greenwich Village and Soho (CD2);Annual Average 2011
Nitrogen dioxide (NO2);Mean;CD;Greenwich Village and Soho (CD2);Winter 2018-19
Nitrogen dioxide (NO2);Mean;CD;St. George and Stapleton (CD1);Annual Average 2011
Nitrogen dioxide (NO2);Mean;UHF42;Borough Park;Annual Average 2009
Nitrogen dioxide (NO2);Mean;UHF42;Borough Park;Annual Average 2011
Nitrogen dioxide (NO2);Mean;UHF42;High Bridge - Morrisania;Summer 2014
Nitrogen dioxide (NO2);Mean;UHF42;High Bridge - Morrisania;Annual Average 2015
Nitrogen dioxide (NO2);Mean;UHF42;High Bridge - Morrisania;Winter 2018-19
Nitrogen dioxide (NO2);Mean;UHF42;Borough Park;Annual Average 2015
Nitrogen dioxide (NO2);Mean;UHF42;Borough Park;Winter 2018-19
Nitrogen dioxide (NO2);Mean;UHF42;Bensonhurst - Bay Ridge;Annual Average 2011
Nitrogen dioxide (NO2);Mean;UHF42;Bensonhurst - Bay Ridge;Summer 2014
Nitrogen dioxide (NO2);Mean;UHF42;Coney Island - Sheepshead Bay;Annual Average 2015
Nitrogen dioxide (NO2);Mean;UHF42;Coney Island - Sheepshead Bay;Winter 2018-19
Nitrogen dioxide (NO2);Mean;UHF42;Southeast Queens;Annual Average 2015
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Annual Average 2015
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Annual Average 2020
Nitrogen dioxide (NO2);Mean;UHF34;East Harlem;Winter 2014-15
Nitrogen dioxide (NO2);Mean;UHF34;Upper West Side;Winter 2010-11
Nitrogen dioxide (NO2);Mean;UHF34;Upper West Side;Summer 2020
Nitrogen dioxide (NO2);Mean;CD;St. George and Stapleton (CD1);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;St. George and Stapleton (CD1);Annual Average 2020
Nitrogen dioxide (NO2);Mean;CD;St. George and Stapleton (CD1);Winter 2018-19
Nitrogen dioxide (NO2);Mean;CD;South Beach and Willowbrook (CD2);Summer 2014
Nitrogen dioxide (NO2);Mean;CD;Mott Haven and Melrose (CD1);Summer 2017
Nitrogen dioxide (NO2);Mean;CD;Mott Haven and Melrose (CD1);Winter 2016-17
Nitrogen dioxide (NO2);Mean;CD;Hunts Point and Longwood (CD2);Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Financial District (CD1);Summer 2020
Nitrogen dioxide (NO2);Mean;CD;Financial District (CD1);Summer 2018
Nitrogen dioxide (NO2);Mean;CD;Greenwich Village and Soho (CD2);Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Greenwich Village and Soho (CD2);Winter 2009-10
Nitrogen dioxide (NO2);Mean;CD;Greenwich Village and Soho (CD2);Summer 2018
Nitrogen dioxide (NO2);Mean;CD;Woodside and Sunnyside (CD2);Summer 2017
Nitrogen dioxide (NO2);Mean;CD;Woodside and Sunnyside (CD2);Winter 2016-17
Nitrogen dioxide (NO2);Mean;CD;Greenpoint and Williamsburg (CD1);Summer 2017
Nitrogen dioxide (NO2);Mean;CD;Greenpoint and Williamsburg (CD1);Winter 2016-17
Nitrogen dioxide (NO2);Mean;UHF42;Southeast Queens;Annual Average 2013
Nitrogen dioxide (NO2);Mean;UHF42;Southeast Queens;Annual Average 2021
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Summer 2009
Nitrogen dioxide (NO2);Mean;Borough;Manhattan;Winter 2014-15
Nitrogen dioxide (NO2);Mean;CD;St. George and Stapleton (CD1);Annual Average 2014
Nitrogen dioxide (NO2);Mean;CD;St. George and Stapleton (CD1);Summer 2020
Nitrogen dioxide (NO2);Mean;CD;South Beach and Willowbrook (CD2);Annual Average 2014
Nitrogen dioxide (NO2);Mean;CD;Greenpoint and Williamsburg (CD1);Annual Average 2017
Nitrogen dioxide (NO2);Mean;CD;St. George and Stapleton (CD1);Annual Average 2013
Fine particles (PM 2.5);Mean;UHF34;Bedford Stuyvesant - Crown Heights;Winter 2009-10
Fine particles (PM 2.5);Mean;UHF34;Bedford Stuyvesant - Crown Heights;Summer 2020
Fine particles (PM 2.5);Mean;UHF34;East New York;Annual Average 2014
Fine particles (PM 2.5);Mean;UHF34;East New York;Winter 2016-17
Fine particles (PM 2.5);Mean;UHF34;Fordham - Bronx Pk;Winter 2009-10
Fine particles (PM 2.5);Mean;UHF34;Fordham - Bronx Pk;Winter 2016-17
Fine particles (PM 2.5);Mean;UHF34;Pelham - Throgs Neck;Winter 2009-10
Fine particles (PM 2.5);Mean;UHF42;Borough Park;Summer 2009
Fine particles (PM 2.5);Mean;CD;Mott Haven and Melrose (CD1);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Mott Haven and Melrose (CD1);Summer 2018
Fine particles (PM 2.5);Mean;CD;Woodside and Sunnyside (CD2);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Financial District (CD1);Summer 2018
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Greenwich Village and Soho (CD2);Summer 2018
Fine particles (PM 2.5);Mean;CD;St. George and Stapleton (CD1);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;St. George and Stapleton (CD1);Annual Average 2014
Nitrogen dioxide (NO2);Mean;UHF42;East Flatbush - Flatbush;Annual Average 2011
Nitrogen dioxide (NO2);Mean;UHF42;East Flatbush - Flatbush;Summer 2014
Nitrogen dioxide (NO2);Mean;UHF42;Canarsie - Flatlands;Summer 2014
Nitrogen dioxide (NO2);Mean;UHF42;Canarsie - Flatlands;Winter 2018-19
Nitrogen dioxide (NO2);Mean;UHF42;Southwest Queens;Annual Average 2009
Nitrogen dioxide (NO2);Mean;UHF42;Southwest Queens;Annual Average 2011
Nitrogen dioxide (NO2);Mean;UHF42;Southwest Queens;Winter 2018-19
Nitrogen dioxide (NO2);Mean;UHF34;Central Harlem - Morningside Heights;Winter 2010-11
Nitrogen dioxide (NO2);Mean;CD;Morrisania and Crotona (CD3);Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Morrisania and Crotona (CD3);Annual Average 2014
Nitrogen dioxide (NO2);Mean;CD;Morrisania and Crotona (CD3);Summer 2018
Nitrogen dioxide (NO2);Mean;CD;Morrisania and Crotona (CD3);Summer 2020
Nitrogen dioxide (NO2);Mean;CD;Highbridge and Concourse (CD4);Winter 2016-17
Nitrogen dioxide (NO2);Mean;CD;Lower East Side and Chinatown (CD3);Annual Average 2014
Nitrogen dioxide (NO2);Mean;CD;Lower East Side and Chinatown (CD3);Summer 2020
Nitrogen dioxide (NO2);Mean;UHF42;Southwest Queens;Annual Average 2013
Nitrogen dioxide (NO2);Mean;UHF42;Jamaica;Summer 2009
Nitrogen dioxide (NO2);Mean;UHF42;Gramercy Park - Murray Hill;Annual Average 2013
Nitrogen dioxide (NO2);Mean;UHF42;Gramercy Park - Murray Hill;Winter 2010-11
Nitrogen dioxide (NO2);Mean;UHF42;Gramercy Park - Murray Hill;Winter 2014-15
Nitrogen dioxide (NO2);Mean;UHF42;Gramercy Park - Murray Hill;Annual Average 2017
Nitrogen dioxide (NO2);Mean;UHF42;Greenwich Village - SoHo;Annual Average 2021
Nitrogen dioxide (NO2);Mean;CD;East Flatbush (CD17);Annual Average 2013
Nitrogen dioxide (NO2);Mean;CD;Flatlands and Canarsie (CD18);Summer 2009
Fine particles (PM 2.5);Mean;UHF34;Greenpoint;Summer 2018
Fine particles (PM 2.5);Mean;UHF34;Greenpoint;Summer 2017
Fine particles (PM 2.5);Mean;UHF34;Greenpoint;Summer 2020
Fine particles (PM 2.5);Mean;UHF34;Downtown - Heights - Slope;Summer 2017
Fine particles (PM 2.5);Mean;UHF34;West Queens;Winter 2011-12
Fine particles (PM 2.5);Mean;UHF34;West Queens;Summer 2018
Fine particles (PM 2.5);Mean;UHF34;Kingsbridge - Riverdale;Winter 2016-17
Fine particles (PM 2.5);Mean;UHF34;Northeast Bronx;Winter 2011-12
Fine particles (PM 2.5);Mean;UHF34;Northeast Bronx;Winter 2016-17
Fine particles (PM 2.5);Mean;UHF34;Northeast Bronx;Summer 2018
Fine particles (PM 2.5);Mean;UHF42;Hunts Point - Mott Haven;Winter 2010-11
Fine particles (PM 2.5);Mean;UHF42;Hunts Point - Mott Haven;Annual Average 2021
Fine particles (PM 2.5);Mean;CD;Morrisania and Crotona (CD3);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Morrisania and Crotona (CD3);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Morrisania and Crotona (CD3);Summer 2018
Fine particles (PM 2.5);Mean;CD;Highbridge and Concourse (CD4);Annual Average 2014
Fine particles (PM 2.5);Mean;CD;Highbridge and Concourse (CD4);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Highbridge and Concourse (CD4);Summer 2017
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Annual Average 2014
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Summer 2020
Fine particles (PM 2.5);Mean;CD;Elmhurst and Corona (CD4);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Elmhurst and Corona (CD4);Summer 2018
Fine particles (PM 2.5);Mean;CD;Morrisania and Crotona (CD3);Summer 2009
Fine particles (PM 2.5);Mean;CD;Morrisania and Crotona (CD3);Winter 2010-11
Fine particles (PM 2.5);Mean;CD;Lower East Side and Chinatown (CD3);Annual Average 2013
Fine particles (PM 2.5);Mean;UHF42;Hunts Point - Mott Haven;Summer 2020
Fine particles (PM 2.5);Mean;Borough;Bronx;Summer 2020
Fine particles (PM 2.5);Mean;Borough;Bronx;Winter 2016-17
Fine particles (PM 2.5);Mean;Borough;Brooklyn;Winter 2009-10
Fine particles (PM 2.5);Mean;Borough;Brooklyn;Summer 2020
Fine particles (PM 2.5);Mean;UHF42;East Flatbush - Flatbush;Winter 2009-10
Fine particles (PM 2.5);Mean;UHF42;East Flatbush - Flatbush;Annual Average 2014
Fine particles (PM 2.5);Mean;UHF42;Canarsie - Flatlands;Winter 2016-17
Fine particles (PM 2.5);Mean;UHF42;Gramercy Park - Murray Hill;Summer 2018
Fine particles (PM 2.5);Mean;UHF42;Greenwich Village - SoHo;Summer 2017
Fine particles (PM 2.5);Mean;CD;East Flatbush (CD17);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;East Flatbush (CD17);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;East Flatbush (CD17);Summer 2020
Fine particles (PM 2.5);Mean;CD;Flatlands and Canarsie (CD18);Winter 2009-10
Nitrogen dioxide (NO2);Mean;UHF42;Washington Heights;Annual Average 2015
Nitrogen dioxide (NO2);Mean;UHF42;Washington Heights;Winter 2018-19
Nitrogen dioxide (NO2);Mean;UHF42;Port Richmond;Annual Average 2020
Nitrogen dioxide (NO2);Mean;UHF42;Long Island City - Astoria;Annual Average 2015
Nitrogen dioxide (NO2);Mean;CD;Upper East Side (CD8);Summer 2020
Nitrogen dioxide (NO2);Mean;CD;Central Harlem (CD10);Winter 2016-17
Nitrogen dioxide (NO2);Mean;CD;Central Harlem (CD10);Summer 2018
Nitrogen dioxide (NO2);Mean;CD;Washington Heights and Inwood (CD12);Annual Average 2014
Nitrogen dioxide (NO2);Mean;CD;Washington Heights and Inwood (CD12);Summer 2017
Nitrogen dioxide (NO2);Mean;CD;Bay Ridge and Dyker Heights (CD10);Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Bay Ridge and Dyker Heights (CD10);Summer 2017
Nitrogen dioxide (NO2);Mean;CD;Bay Ridge and Dyker Heights (CD10);Winter 2016-17
Nitrogen dioxide (NO2);Mean;CD;Throgs Neck and Co-op City (CD10);Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Throgs Neck and Co-op City (CD10);Winter 2009-10
Nitrogen dioxide (NO2);Mean;CD;Williamsbridge and Baychester (CD12);Annual Average 2014
Nitrogen dioxide (NO2);Mean;CD;South Ozone Park and Howard Beach (CD10);Summer 2017
Nitrogen dioxide (NO2);Mean;CD;Jamaica and Hollis (CD12);Annual Average 2014
Nitrogen dioxide (NO2);Mean;CD;Jamaica and Hollis (CD12);Winter 2016-17
Nitrogen dioxide (NO2);Mean;CD;Throgs Neck and Co-op City (CD10);Summer 2009
Nitrogen dioxide (NO2);Mean;CD;Throgs Neck and Co-op City (CD10);Winter 2010-11
Nitrogen dioxide (NO2);Mean;CD;Throgs Neck and Co-op City (CD10);Annual Average 2013
Nitrogen dioxide (NO2);Mean;CD;South Ozone Park and Howard Beach (CD10);Annual Average 2017
Nitrogen dioxide (NO2);Mean;CD;Jamaica and Hollis (CD12);Annual Average 2013
Fine particles (PM 2.5);Mean;UHF34;Bensonhurst - Bay Ridge;Summer 2017
Fine particles (PM 2.5);Mean;UHF34;Bensonhurst - Bay Ridge;Summer 2018
Fine particles (PM 2.5);Mean;UHF34;Williamsburg - Bushwick;Winter 2016-17
Fine particles (PM 2.5);Mean;UHF34;Williamsburg - Bushwick;Summer 2017
Fine particles (PM 2.5);Mean;UHF34;Williamsburg - Bushwick;Summer 2018
Fine particles (PM 2.5);Mean;UHF42;Greenpoint;Summer 2009
Fine particles (PM 2.5);Mean;UHF42;Greenpoint;Annual Average 2017
Fine particles (PM 2.5);Mean;UHF42;Greenpoint;Annual Average 2021
Fine particles (PM 2.5);Mean;CD;Upper East Side (CD8);Winter 2014-15
Fine particles (PM 2.5);Mean;CD;Upper East Side (CD8);Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Central Harlem (CD10);Winter 2014-15
Fine particles (PM 2.5);Mean;CD;Upper East Side (CD8);Summer 2017
Fine particles (PM 2.5);Mean;CD;Washington Heights and Inwood (CD12);Annual Average 2014
Fine particles (PM 2.5);Mean;CD;Washington Heights and Inwood (CD12);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Washington Heights and Inwood (CD12);Summer 2017
Fine particles (PM 2.5);Mean;CD;Washington Heights and Inwood (CD12);Summer 2020
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Summer 2018
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Summer 2020
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Annual Average 2014
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Summer 2020
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Summer 2018
Fine particles (PM 2.5);Mean;CD;Williamsbridge and Baychester (CD12);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Williamsbridge and Baychester (CD12);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Williamsbridge and Baychester (CD12);Summer 2020
Fine particles (PM 2.5);Mean;CD;South Ozone Park and Howard Beach (CD10);Summer 2017
Fine particles (PM 2.5);Mean;CD;South Ozone Park and Howard Beach (CD10);Summer 2018
Fine particles (PM 2.5);Mean;CD;Jamaica and Hollis (CD12);Annual Average 2014
Fine particles (PM 2.5);Mean;CD;Jamaica and Hollis (CD12);Summer 2017
Fine particles (PM 2.5);Mean;CD;Washington Heights and Inwood (CD12);Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Bay Ridge and Dyker Heights (CD10);Winter 2010-11
Fine particles (PM 2.5);Mean;CD;Borough Park (CD12);Annual Average 2021
Fine particles (PM 2.5);Mean;CD;Throgs Neck and Co-op City (CD10);Winter 2010-11
Fine particles (PM 2.5);Mean;UHF42;Greenpoint;Summer 2020
Fine particles (PM 2.5);Mean;UHF42;Kingsbridge - Riverdale;Winter 2009-10
Fine particles (PM 2.5);Mean;UHF42;Kingsbridge - Riverdale;Winter 2016-17
Nitrogen dioxide (NO2);Mean;UHF42;Upper East Side;Winter 2014-15
Nitrogen dioxide (NO2);Mean;UHF42;East Harlem;Winter 2009-10
Nitrogen dioxide (NO2);Mean;UHF42;East Harlem;Annual Average 2014
Nitrogen dioxide (NO2);Mean;UHF42;East Harlem;Summer 2018
Nitrogen dioxide (NO2);Mean;CD;Rego Park and Forest Hills (CD6);Annual Average 2014
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Winter 2009-10
Nitrogen dioxide (NO2);Mean;CD;Riverdale and Fieldston (CD8);Annual Average 2021
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Winter 2010-11
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Summer 2009
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Winter 2014-15
Fine particles (PM 2.5);Mean;UHF42;Bedford Stuyvesant - Crown Heights;Annual Average 2017
Fine particles (PM 2.5);Mean;UHF42;Sunset Park;Winter 2010-11
Fine particles (PM 2.5);Mean;UHF42;Sunset Park;Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Clinton and Chelsea (CD4);Summer 2017
Fine particles (PM 2.5);Mean;CD;Clinton and Chelsea (CD4);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Stuyvesant Town and Turtle Bay (CD6);Summer 2018
Fine particles (PM 2.5);Mean;CD;Belmont and East Tremont (CD6);Summer 2020
Fine particles (PM 2.5);Mean;CD;Park Slope and Carroll Gardens (CD6);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Rego Park and Forest Hills (CD6);Annual Average 2014
Fine particles (PM 2.5);Mean;CD;Rego Park and Forest Hills (CD6);Summer 2017
Fine particles (PM 2.5);Mean;CD;Rego Park and Forest Hills (CD6);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Hillcrest and Fresh Meadows (CD8);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Clinton and Chelsea (CD4);Winter 2014-15
Fine particles (PM 2.5);Mean;CD;Clinton and Chelsea (CD4);Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Belmont and East Tremont (CD6);Annual Average 2021
Fine particles (PM 2.5);Mean;CD;Park Slope and Carroll Gardens (CD6);Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Park Slope and Carroll Gardens (CD6);Annual Average 2021
Fine particles (PM 2.5);Mean;CD;Crown Heights and Prospect Heights (CD8);Winter 2014-15
Fine particles (PM 2.5);Mean;CD;Crown Heights and Prospect Heights (CD8);Annual Average 2021
Fine particles (PM 2.5);Mean;UHF42;Bedford Stuyvesant - Crown Heights;Summer 2017
Fine particles (PM 2.5);Mean;UHF42;Bedford Stuyvesant - Crown Heights;Summer 2020
Fine particles (PM 2.5);Mean;UHF42;Sunset Park;Winter 2009-10
Fine particles (PM 2.5);Mean;UHF42;Sunset Park;Annual Average 2014
Fine particles (PM 2.5);Mean;UHF42;Sunset Park;Summer 2017
Fine particles (PM 2.5);Mean;UHF42;Sunset Park;Winter 2016-17
Fine particles (PM 2.5);Mean;UHF42;Crotona -Tremont;Annual Average 2014
Fine particles (PM 2.5);Mean;UHF42;Upper East Side;Summer 2020
Fine particles (PM 2.5);Mean;UHF42;Upper East Side;Summer 2018
Fine particles (PM 2.5);Mean;CD;Hillcrest and Fresh Meadows (CD8);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Hillcrest and Fresh Meadows (CD8);Annual Average 2014
Fine particles (PM 2.5);Mean;CD;Hillcrest and Fresh Meadows (CD8);Summer 2017
Fine particles (PM 2.5);Mean;CD;Hillcrest and Fresh Meadows (CD8);Winter 2016-17
Fine particles (PM 2.5);Mean;CD;Hillcrest and Fresh Meadows (CD8);Summer 2018
Fine particles (PM 2.5);Mean;CD;Hillcrest and Fresh Meadows (CD8);Summer 2020
Fine particles (PM 2.5);Mean;CD;Rego Park and Forest Hills (CD6);Winter 2011-12
Fine particles (PM 2.5);Mean;CD;Rego Park and Forest Hills (CD6);Winter 2009-10
Fine particles (PM 2.5);Mean;CD;Rego Park and Forest Hills (CD6);Summer 2018
Fine particles (PM 2.5);Mean;CD;Rego Park and Forest Hills (CD6);Summer 2020
Nitrogen dioxide (NO2);Mean;CD;Crown Heights and Prospect Heights (CD8);Annual Average 2021
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Hillcrest and Fresh Meadows (CD8);Summer 2018
Ozone (O3);Mean;CD;Hillcrest and Fresh Meadows (CD8);2-Year Summer Average 2009-2010
Ozone (O3);Mean;CD;Hillcrest and Fresh Meadows (CD8);Summer 2017
Ozone (O3);Mean;CD;Hillcrest and Fresh Meadows (CD8);Summer 2018
Fine particles (PM 2.5);Mean;CD;Hillcrest and Fresh Meadows (CD8);Summer 2009
Fine particles (PM 2.5);Mean;CD;Hillcrest and Fresh Meadows (CD8);Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Hillcrest and Fresh Meadows (CD8);Annual Average 2021
Ozone (O3);Mean;CD;Stuyvesant Town and Turtle Bay (CD6);2-Year Summer Average 2009-2010
Ozone (O3);Mean;CD;Stuyvesant Town and Turtle Bay (CD6);Summer 2018
Nitrogen dioxide (NO2);Mean;CD;Stuyvesant Town and Turtle Bay (CD6);Annual Average 2016
Nitrogen dioxide (NO2);Mean;CD;Stuyvesant Town and Turtle Bay (CD6);Annual Average 2018
Nitrogen dioxide (NO2);Mean;CD;Belmont and East Tremont (CD6);Summer 2013
Nitrogen dioxide (NO2);Mean;CD;Upper West Side (CD7);Summer 2020
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Winter 2016-17
Nitrogen dioxide (NO2);Mean;CD;Kingsbridge Heights and Bedford (CD7);Summer 2020
Nitrogen dioxide (NO2);Mean;CD;Rockaway and Broad Channel (CD14);Winter 2009-10
Nitrogen dioxide (NO2);Mean;Borough;Staten Island;Annual Average 2009
Nitrogen dioxide (NO2);Mean;UHF42;Upper West Side;Winter 2010-11
Nitrogen dioxide (NO2);Mean;UHF42;Upper West Side;Annual Average 2013
Nitrogen dioxide (NO2);Mean;UHF42;Upper West Side;Annual Average 2021
Nitrogen dioxide (NO2);Mean;UHF42;South Beach - Tottenville;Annual Average 2013
Nitrogen dioxide (NO2);Mean;UHF42;Upper West Side;Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Rockaway and Broad Channel (CD14);Winter 2011-12
Nitrogen dioxide (NO2);Mean;CD;Rockaway and Broad Channel (CD14);Annual Average 2013
Nitrogen dioxide (NO2);Mean;CD;Rockaway and Broad Channel (CD14);Winter 2010-11
Nitrogen dioxide (NO2);Mean;CD;Rockaway and Broad Channel (CD14);Summer 2009
Fine particles (PM 2.5);Mean;UHF34;Southeast Queens;Summer 2018
Fine particles (PM 2.5);Mean;UHF34;Sunset Park;Annual Average 2014
Fine particles (PM 2.5);Mean;UHF34;Sunset Park;Summer 2017
Fine particles (PM 2.5);Mean;UHF42;East New York;Annual Average 2013
Fine particles (PM 2.5);Mean;UHF42;East New York;Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Upper West Side (CD7);Winter 2014-15
Fine particles (PM 2.5);Mean;CD;Upper West Side (CD7);Annual Average 2017
Fine particles (PM 2.5);Mean;CD;Kingsbridge Heights and Bedford (CD7);Winter 2011-12
